20.04	-109.88
20.04	-109.8
19.96	-109.72
19.96	-109.64
19.96	-109.56
19.96	-109.48
19.96	-109.4
19.96	-109.32
19.96	-109.24
19.96	-109.16
19.96	-109.08
19.96	-109
19.96	-108.92
19.96	-108.84
19.96	-108.76
19.96	-108.68
19.96	-108.6
19.96	-108.52
19.96	-108.44
19.96	-108.36
19.96	-108.28
19.96	-108.2
19.96	-108.12
19.96	-108.04
19.96	-107.96
19.96	-107.88
19.96	-107.8
19.96	-107.72
19.96	-107.64
19.96	-107.56
19.96	-107.48
19.96	-107.4
19.96	-107.32
19.96	-107.24
19.96	-107.16
19.96	-107.08
19.96	-107
19.96	-106.92
19.96	-106.84
19.96	-106.76
19.96	-106.68
19.96	-106.6
19.96	-106.52
19.96	-106.44
19.96	-106.36
19.96	-106.28
19.96	-106.2
19.96	-106.12
19.96	-106.04
19.96	-105.96
19.96	-105.88
19.96	-105.8
19.96	-105.72
19.96	-105.64
19.96	-105.56
19.96	-105.48
19.96	-105.4
19.96	-105.32
19.96	-105.24
19.96	-105.16
19.96	-105.08
19.96	-105
19.96	-104.92
19.96	-104.84
19.96	-104.76
19.96	-104.68
19.96	-104.6
19.96	-104.52
19.96	-104.44
19.96	-104.36
19.96	-104.28
19.96	-104.2
19.96	-104.12
19.96	-104.04
19.96	-103.96
19.96	-103.88
19.96	-103.8
19.96	-103.72
19.96	-103.64
19.96	-103.56
19.96	-103.48
19.96	-103.4
19.96	-103.32
19.96	-103.24
19.96	-103.16
19.96	-103.08
19.96	-103
19.96	-102.92
19.96	-102.84
19.96	-102.76
19.96	-102.68
19.96	-102.6
19.96	-102.52
19.96	-102.44
19.96	-102.36
19.96	-102.28
19.96	-102.2
19.96	-102.12
19.96	-102.04
19.96	-101.96
19.96	-101.88
19.96	-101.8
19.96	-101.72
19.96	-101.64
19.96	-101.56
19.96	-101.48
19.96	-101.4
19.96	-101.32
19.96	-101.24
19.96	-101.16
19.96	-101.08
19.96	-101
19.96	-100.92
19.96	-100.84
19.96	-100.76
19.96	-100.68
19.96	-100.6
19.96	-100.52
19.96	-100.44
19.96	-100.36
19.96	-100.28
19.96	-100.2
19.96	-100.12
19.96	-100.04
19.96	-99.96
19.96	-99.88
19.96	-99.8
19.96	-99.72
19.96	-99.64
19.96	-99.56
19.96	-99.48
19.96	-99.4
19.96	-99.32
19.96	-99.24
19.96	-99.16
19.96	-99.08
19.96	-99
19.96	-98.92
19.96	-98.84
19.96	-98.76
19.96	-98.68
19.96	-98.6
19.96	-98.52
19.96	-98.44
19.96	-98.36
19.96	-98.28
19.96	-98.2
19.96	-98.12
19.96	-98.04
19.96	-97.96
19.96	-97.88
19.96	-97.8
19.96	-97.72
19.96	-97.64
19.96	-97.56
19.96	-97.48
19.96	-97.4
19.96	-97.32
19.96	-97.24
19.96	-97.16
19.96	-97.08
19.96	-97
19.96	-96.92
19.96	-96.84
19.96	-96.76
19.96	-96.68
19.96	-96.6
19.96	-96.52
19.96	-96.44
19.96	-96.36
19.96	-96.28
19.96	-96.2
19.96	-96.12
19.96	-96.04
19.96	-95.96
19.96	-95.88
19.96	-95.8
19.96	-95.72
19.96	-95.64
19.96	-95.56
19.96	-95.48
19.96	-95.4
19.96	-95.32
19.96	-95.24
19.96	-95.16
19.96	-95.08
19.96	-95
19.96	-94.92
19.96	-94.84
19.96	-94.76
19.96	-94.68
19.96	-94.6
19.96	-94.52
19.96	-94.44
19.96	-94.36
19.96	-94.28
19.96	-94.2
19.96	-94.12
19.96	-94.04
19.96	-93.96
19.96	-93.88
19.96	-93.8
19.96	-93.72
19.96	-93.64
19.96	-93.56
19.96	-93.48
19.96	-93.4
19.96	-93.32
19.96	-93.24
19.96	-93.16
19.96	-93.08
19.96	-93
19.96	-92.92
19.96	-92.84
19.96	-92.76
19.96	-92.68
19.96	-92.6
19.96	-92.52
19.96	-92.44
19.96	-92.36
19.96	-92.28
19.96	-92.2
19.96	-92.12
19.96	-92.04
19.96	-91.96
19.96	-91.88
19.96	-91.8
19.96	-91.72
19.96	-91.64
19.96	-91.56
19.96	-91.48
19.96	-91.4
19.96	-91.32
19.96	-91.24
19.96	-91.16
19.96	-91.08
19.96	-91
19.96	-90.92
19.96	-90.84
19.96	-90.76
19.96	-90.68
19.96	-90.6
19.96	-90.52
19.96	-90.44
19.96	-90.36
19.96	-90.28
19.96	-90.2
19.96	-90.12
19.96	-90.04
19.96	-89.96
19.96	-89.88
19.96	-89.8
19.96	-89.72
19.96	-89.64
19.96	-89.56
19.96	-89.48
19.96	-89.4
19.96	-89.32
19.96	-89.24
19.96	-89.16
19.96	-89.08
19.96	-89
19.96	-88.92
19.96	-88.84
19.96	-88.76
19.96	-88.68
19.96	-88.6
19.96	-88.52
19.96	-88.44
19.96	-88.36
19.96	-88.28
19.96	-88.2
19.96	-88.12
19.96	-88.04
19.96	-87.96
19.96	-87.88
19.96	-87.8
19.96	-87.72
19.96	-87.64
19.96	-87.56
19.96	-87.48
19.96	-87.4
19.96	-87.32
19.96	-87.24
19.96	-87.16
19.96	-87.08
19.96	-87
19.96	-86.92
19.96	-86.84
19.96	-86.76
19.96	-86.68
19.96	-86.6
19.96	-86.52
19.96	-86.44
19.96	-86.36
19.96	-86.28
19.96	-86.2
19.96	-86.12
19.96	-86.04
