19.96	-109.56
19.96	-109.08
19.96	-108.68
19.96	-108.28
19.96	-107.8
19.96	-107.4
19.96	-107
19.96	-106.52
19.96	-106.12
19.96	-105.72
19.96	-105.32
19.96	-104.92
19.96	-104.44
19.96	-104.04
19.96	-103.64
19.96	-103.16
19.96	-102.76
19.96	-102.36
19.96	-101.96
19.96	-101.56
19.96	-101.08
19.96	-100.68
19.96	-100.28
19.96	-99.8
19.96	-99.4
19.96	-99
19.96	-98.52
19.96	-98.12
19.96	-97.72
19.96	-97.32
19.96	-96.92
19.96	-96.44
19.96	-96.04
19.96	-95.64
19.96	-95.16
19.96	-94.76
19.96	-94.36
19.96	-93.88
19.96	-93.48
19.96	-93.08
19.96	-92.68
19.96	-92.28
19.96	-91.8
19.96	-91.4
19.96	-91
19.96	-90.52
19.96	-90.12
19.96	-89.72
19.96	-89.24
19.96	-88.84
19.96	-88.36
19.96	-87.88
19.96	-87.48
19.96	-87.08
19.96	-86.68
19.96	-86.28
19.96	-85.8
19.96	-85.4
19.96	-85
19.96	-84.52
19.96	-84.12
19.96	-83.72
19.96	-83.24
19.96	-82.84
19.96	-82.36
19.96	-81.88
19.96	-81.48
19.96	-81.08
19.96	-80.68
19.96	-80.28
19.96	-79.8
19.96	-79.4
19.96	-79
19.96	-78.52
19.96	-78.12
19.96	-77.72
19.96	-77.24
19.96	-76.84
19.96	-76.36
19.96	-75.88
19.96	-75.48
19.96	-75.08
19.96	-74.68
19.96	-74.28
19.96	-73.8
19.96	-73.4
19.96	-73
19.96	-72.52
19.96	-72.12
19.96	-71.72
19.96	-71.24
19.96	-70.84
19.96	-70.44
19.96	-70.04
19.96	-69.64
19.96	-69.16
19.96	-68.76
19.96	-68.36
19.96	-67.88
19.96	-67.48
19.96	-67.08
19.96	-66.6
19.96	-66.2
19.96	-65.72
19.96	-65.24
19.96	-64.84
19.96	-64.44
19.96	-64.04
19.96	-63.56
19.96	-63.08
19.96	-62.68
19.96	-62.28
19.96	-61.8
19.96	-61.4
19.96	-61
19.96	-60.52
19.96	-60.12
19.96	-59.72
19.96	-59.32
19.96	-58.84
19.96	-58.44
19.96	-58.04
19.96	-57.64
19.96	-57.16
19.96	-56.76
19.96	-56.36
19.96	-55.96
19.96	-55.48
19.96	-55.08
19.96	-54.68
19.96	-54.28
19.96	-53.8
19.96	-53.4
19.96	-53
19.96	-52.52
20.12	-52.12
20.44	-51.8
20.76	-51.48
20.76	-51.08
20.76	-50.68
20.76	-50.2
20.76	-49.8
20.76	-49.4
20.76	-49
20.76	-48.52
20.76	-48.12
20.76	-47.72
20.76	-47.32
20.76	-46.84
20.76	-46.44
20.76	-46.04
20.76	-45.64
20.76	-45.16
20.76	-44.76
20.76	-44.36
20.76	-43.96
20.76	-43.48
20.76	-43.08
20.76	-42.68
20.76	-42.2
20.76	-41.8
20.76	-41.4
20.76	-41
20.76	-40.52
20.76	-40.12
20.76	-39.72
20.76	-39.32
20.76	-38.84
20.76	-38.44
20.76	-38.04
20.76	-37.64
20.76	-37.16
20.76	-36.76
20.76	-36.36
20.76	-35.88
20.76	-35.48
20.76	-35.08
20.76	-34.68
20.76	-34.2
20.76	-33.8
20.76	-33.4
20.76	-33
20.76	-32.52
20.76	-32.12
20.76	-31.72
20.76	-31.32
20.76	-30.84
20.76	-30.44
20.76	-30.04
20.76	-29.64
20.76	-29.16
20.76	-28.76
20.76	-28.36
20.76	-27.88
20.76	-27.48
20.76	-27.08
20.76	-26.68
20.76	-26.2
20.76	-25.8
20.76	-25.4
20.76	-25
20.76	-24.52
20.76	-24.12
20.76	-23.72
20.76	-23.32
20.76	-22.84
20.76	-22.44
20.76	-22.04
20.76	-21.56
20.76	-21.16
20.76	-20.76
20.76	-20.36
20.76	-19.88
20.76	-19.48
20.76	-19.08
20.76	-18.68
20.76	-18.2
20.76	-17.8
20.76	-17.4
20.76	-17
20.76	-16.52
20.76	-16.12
20.76	-15.72
20.76	-15.32
20.76	-14.84
20.76	-14.44
20.76	-14.04
20.76	-13.56
20.76	-13.16
20.76	-12.76
20.76	-12.36
20.76	-11.88
20.76	-11.48
20.76	-11.08
21	-10.68
21.32	-10.36
21.64	-10.04
21.96	-9.72
22.28	-9.4
22.6	-9.08
22.92	-8.76
23.24	-8.44
23.64	-8.12
23.96	-7.8
24.28	-7.48
24.6	-7.16
24.92	-6.84
25.32	-6.60001
25.64	-6.28001
25.96	-5.96001
26.28	-5.64001
26.68	-5.64001
27.16	-5.64001
27.64	-5.64001
28.04	-5.64001
28.52	-5.64001
28.84	-5.32001
29.16	-5
29.48	-4.68
29.8	-4.36
30.12	-4.04
30.44	-3.72
30.76	-3.4
31.08	-3.08
31.4	-2.76
31.72	-2.44
32.04	-2.12
32.44	-2.04
32.84	-1.96001
33.32	-1.88
33.72	-1.8
34.12	-1.8
34.52	-1.8
35	-1.8
35.48	-1.8
35.96	-1.8
36.36	-1.8
36.76	-1.48
37.08	-1.16
37.4	-0.840004
37.72	-0.520004
38.04	-0.200005
38.36	0.119995
38.68	0.439995
39	0.759995
39.32	1.07999
39.64	1.4
39.96	1.71999
40.28	2.04
40.6	2.35999
40.92	2.68
41.24	2.99999
41.56	3.32
41.64	3.71999
41.88	4.12
42.04	4.52
42.12	4.91999
42.12	5.32
42.12	5.8
42.12	6.27999
42.12	6.68
42.12	7.16
42.12	7.63999
42.12	8.04
42.12	8.52
42.2	8.91999
42.28	9.32
42.6	9.63999
42.6	10.04
42.6	10.52
42.6	11
42.6	11.4
42.6	11.88
42.6	12.36
42.6	12.76
42.6	13.24
42.6	13.72
42.6	14.12
42.6	14.6
42.6	15.08
42.92	15.4
43.24	15.72
43.56	16.04
43.88	16.36
44.2	16.68
44.52	17
44.84	17.32
45.16	17.64
45.48	17.96
45.8	18.28
46.12	18.6
46.44	18.92
46.76	19.24
47.08	19.56
47.4	19.88
47.72	20.2
48.04	20.52
48.36	20.84
48.68	21.16
49	21.48
49.32	21.8
49.64	22.12
49.96	22.44
50.28	22.76
50.6	23.08
50.92	23.4
51.24	23.72
51.56	24.04
51.88	24.36
52.2	24.68
52.52	25
52.92	25.16
53.32	25.16
53.8	25.16
54.28	25.16
54.68	25.16
55.08	25.16
55.56	25.24
55.96	25.32
56.36	25.48
56.76	25.64
57.16	25.72
57.56	25.96
57.96	26.04
58.36	26.2
58.76	26.36
59.16	26.44
59.56	26.68
59.96	26.76
60.36	27
60.76	27
61.24	27
61.64	27
62.04	27
62.52	27
62.92	27
63.32	27
63.72	27
64.2	27
64.6	27
65	27
65.4	27
65.88	27
66.28	27
66.68	27
67.08	27
67.56	27
67.96	27
68.36	27
68.84	27
69.24	27
69.64	27
70.04	27
70.52	27
70.92	27
71.32	27
71.72	27
72.2	27
72.6	27
73	27
73.4	27
73.88	27
74.28	27.16
74.6	27.48
74.92	27.8
75.24	28.12
75.56	28.44
75.88	28.76
76.2	29.08
76.52	29.4
76.84	29.72
77.16	30.04
77.48	30.36
77.8	30.68
78.12	31
78.44	31.32
78.76	31.64
79.08	31.96
79.4	32.28
79.72	32.6
80.04	32.92
80.36	33.24
80.68	33.56
81	33.88
81.32	34.2
81.64	34.52
82.04	34.6
82.44	34.76
82.84	34.84
83.24	34.84
83.64	34.84
84.04	34.84
84.52	34.84
84.92	34.92
85.24	35.24
85.56	35.56
85.88	35.88
86.2	36.2
86.52	36.52
86.84	36.84
87.16	37.16
87.48	37.48
87.8	37.8
88.12	38.12
88.44	38.44
88.76	38.76
89.08	39.08
89.4	39.4
89.72	39.72
90	40
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
